Geo4,Geo2,CapitalCounty,ProvinceFa,CountyFa,CountyCapital,MOICode,Pop85,Pop90,Pop95,EstYear,EstDateMOI,CountyEn,ProvinceEn,OldNameFa,OldNameEn,PrevCountyName,IGeo4,New,Vijeh,VijehYear
0932,09,No,خراسان رضوی,بینالود,طرقبه,354,,58483,69640,1386,1386,Binalud,RazaviKhorasan,طرقبه شاندیز,Torghabe-Shandiz,مشهد,0916,*,No,
0933,09,No,خراسان رضوی,فیروزه,فیروزه,355,,42739,37539,1386,1386,Firuzeh,RazaviKhorasan,تخت جلگه,Takht-e-Jolgeh,نیشابور,0917,*,No,
0934,09,No,خراسان رضوی,جغتای,جغتای,356,,47920,49175,1386,1386,Joghatai,RazaviKhorasan,,,سبزوار,0908,*,No,
0935,09,No,خراسان رضوی,زاوه,دولت آباد,364,,71477,67695,1387,1387,Zave,RazaviKhorasan,,,تربت حیدریه,0905,*,No,
0936,09,No,خراسان رضوی,جوین,نقاب,357,,54139,54488,1386,1386,Jowayin,RazaviKhorasan,,,تربت حیدریه,0905,*,No,
0937,09,No,خراسان رضوی,باخرز,باخرز,385,,53582,54615,1389,1389,Bakhazar,RazaviKhorasan,,,تایباد,0904,*,No,
0938,09,No,خراسان رضوی,خوشاب,سلطان آباد,386,,37914,37181,1389,1389,Khoshab,RazaviKhorasan,,,سبزوار,0908,*,No,
0939,09,No,خراسان رضوی,داورزن,داورزن,404,,,21911,1391,1391/04/10,Davarzan,RazaviKhorasan,,,سبزوار,0908,*,No,
1001,10,No,اصفهان,اردستان,اردستان,95,44709,41405,42105,1327,1327,Ardestan,Isfahan,,,,1001,,No,
1002,10,Yes,اصفهان,اصفهان,اصفهان,6,1986542,2174172,2243249,1316,1316,Isfahan,Isfahan,,,,1002,,No,
1003,10,No,اصفهان,خمینی‌شهر,خمینی‌شهر,181,287265,311629,319727,1359,1359,Khomeinishahr,Isfahan,,,,1003,,No,
1004,10,No,اصفهان,خوانسار,خوانسار,167,32515,32423,33049,1358,1358,Khansar,Isfahan,,,,1004,,No,
1005,10,No,اصفهان,سمیرم,سمیرم,139,73045,65047,74109,1342,1342,Semirom,Isfahan,,,,1005,,No,
1006,10,No,اصفهان,فریدن,داران,75,83689,79743,49890,1325,1325,Fereydan,Isfahan,,,,1006,,No,
1007,10,No,اصفهان,فریدون‌شهر,فریدونشهر,179,39397,38334,35654,1358,1358,Fereydunshahr,Isfahan,,,,1007,,No,
1008,10,No,اصفهان,فلاورجان,فلاورجان,182,232644,247014,249814,1359,1359,Falavarjan,Isfahan,,,,1008,,No,
1009,10,No,اصفهان,شهرضا,شهرضا,56,143903,149555,159797,1321,1321,Shahreza,Isfahan,,,,1009,,No,
0711,07,No,فارس,لارستان,لار,43,229248,226628,213920,1316,1316,Larestan,Fars,,,,0711,,Yes,
1011,10,No,اصفهان,گلپایگان,گلپایگان,41,84081,87479,90086,1316,1316,Golpayegan,Isfahan,,,,1011,,No,
1012,10,No,اصفهان,لنجان,لنجان,150,226756,246510,262912,1352,1352,Lenjan,Isfahan,,,,1012,,No,
1013,10,No,اصفهان,نائین,نائین,92,55755,38077,39261,1327,1327,Nain,Isfahan,,,,1013,,No,
0712,07,No,فارس,مرودشت,مرودشت,158,297399,307429,323434,1354,1354,Marvdasht,Fars,,,,0712,,Yes,1398
1015,10,No,اصفهان,نطنز,نطنز,115,44551,42239,43977,1337,1337,Natanz,Isfahan,,,,1015,,No,
1016,10,No,اصفهان,شاهین‌شهر و میمه,شاهین‌شهر,205,,196584,234667,1368,1368,ShahinshahroMeymeh,Isfahan,برخوار و میمه,,,1016,,No,
1017,10,No,اصفهان,مبارکه,مبارکه,222,134938,143474,150441,1369,1369,Mobarakeh,Isfahan,,,,1017,,No,
1018,10,No,اصفهان,آران و بیدگل,آران و بیدگل,254,90942,97409,103517,1375,1375,Aran-o-Bidgol,Isfahan,,,کاشان,1010,*,No,
1019,10,No,اصفهان,تیران و کرون,تیران,274,64469,69047,71575,1376,1376,Tiran-o-Korun,Isfahan,,,نجف‌آباد,1014,*,No,
1020,10,No,اصفهان,چادگان,چادگان,304,34476,33942,32479,1381,1381,Chadegan,Isfahan,,,فریدن,1006,*,No,
1021,10,No,اصفهان,دهاقان,دهاقان,316,35184,34844,34511,1382,1382,Dehaqan,Isfahan,سمیرم سفلا,Semirom-e-Sofla,شهرضا,1009,*,No,
1022,10,No,اصفهان,برخوار,دولت آباد,337,279778,108933,122419,1386,1386,Borkhar-o-Meymeh,Isfahan,,,شاهین‌شهر و میمه,1016,*,No,
1023,10,No,اصفهان,خور و بیابانک,خور,377,,17793,19761,1388,1388,Khur-o-Biabanak,Isfahan,,,نائین,1013,*,No,
1024,10,No,اصفهان,بوئین و میاندشت,بوئین و میاندشت,427,,,24163,1392,1392/05/10,Boin-o-Miandasht,Isfahan,,,فریدن,1006,*,No,
1203,12,No,کردستان,سقز,سقز,79,208425,210390,226451,1325,1325,Saqqez,Kordestan,,,,1203,,Yes,1391
0804,08,No,کرمان,رفسنجان,رفسنجان,71,295175,287921,311214,1324,1324,Rafsanjan,Kerman,,,,0804,,Yes,
1103,11,No,سیستان و بلوچستان,خاش,خاش,151,167851,155625,173821,1352,1352,Khash,SistanAndBaluchestan,,,,1103,,No,
0306,03,No,آذربایجان شرقی,مراغه,مراغه,44,235702,247681,262604,1316,1316,Maragheh,EastAzerbaijan,,,,0306,,Yes,1386
1105,11,Yes,سیستان و بلوچستان,زاهدان,زاهدان,25,681460,660575,672589,1316,1316,Zahedan,SistanAndBaluchestan,,,,1105,,No,
1106,11,No,سیستان و بلوچستان,سراوان,سراوان,86,246100,175728,191661,1326,1326,Saravan,SistanAndBaluchestan,,,,1106,,No,
1107,11,No,سیستان و بلوچستان,نیک‌شهر,نیک‌شهر,220,188713,212936,141894,1369,1369,Nikshahr,SistanAndBaluchestan,,,,1107,,No,
1108,11,No,سیستان و بلوچستان,سرباز,راسک,286,164659,164557,186165,1379,1379,Sarbaz,SistanAndBaluchestan,,,ایرانشهر,1101,*,No,
1109,11,No,سیستان و بلوچستان,کنارک,کنارک,331,71063,82001,98212,1384,1384,Konarak,SistanAndBaluchestan,,,چابهار,1102,*,No,
1110,11,No,سیستان و بلوچستان,زهک,زهک,334,71462,75419,74896,1384,1384,Zehak,SistanAndBaluchestan,,,زابل,1104,*,No,
1111,11,No,سیستان و بلوچستان,هیرمند,دوست محمد,362,,65166,63979,1386,1386,Hirmand,SistanAndBaluchestan,,,زابل,1104,*,No,
1112,11,No,سیستان و بلوچستان,دلگان,گلمورتی,358,,62813,67857,1386,1386,Dalgan,SistanAndBaluchestan,,,ایرانشهر,1101,*,No,
1113,11,No,سیستان و بلوچستان,مهرستان,مهرستان,360,,62765,70579,1386,1386,Mehrestan,SistanAndBaluchestan,زابلی,,سراوان,1106,*,No,
1114,11,No,سیستان و بلوچستان,سیب و سوران,سوران,361,,73189,85095,1386,1386,SiboSoran,SistanAndBaluchestan,,,سراوان,1106,*,No,
1115,11,No,سیستان و بلوچستان,نیمروز,ادیمی,414,,,48471,1391,1391/10/12,Nimrouz,SistanAndBaluchestan,,,زابل,1104,*,No,
1116,11,No,سیستان و بلوچستان,هامون,محمدآباد,415,,,41017,1391,1391/10/12,Hamoun,SistanAndBaluchestan,شیب‌آب,,زابل,1104,*,No,
1117,11,No,سیستان و بلوچستان,میرجاوه,میرجاوه,413,,,45357,1391,1391/10/12,Mirjaveh,SistanAndBaluchestan,,,زاهدان,1105,*,No,
1118,11,No,سیستان و بلوچستان,قصرقند,قصرقند,410,,,61076,1391,1391/10/09,Qasr-e-qand,SistanAndBaluchestan,,,چاه‌بهار,1102,*,No,
1119,11,No,سیستان و بلوچستان,فنوج,فنوج,424,,,49161,1392,1392/04/11,Fanuj,SistanAndBaluchestan,,,نیک‌شهر,1107,*,No,
1201,12,No,کردستان,بانه,بانه,109,118667,132565,158690,1337,1337,Baneh,Kordestan,,,,1201,,No,
1202,12,No,کردستان,بیجار,بیجار,14,97913,93714,89162,1316,1316,Bijar,Kordestan,,,,1202,,No,
2706,27,No,گلستان,گنبدکاووس,گنبدکاووس,88,289647,325789,348744,1327,1327,Gonbad-e-Kavus,Golestan,,,,2706,,Yes,
1204,12,Yes,کردستان,سنندج,سنندج,31,417177,450167,501402,1316,1316,Sannandaj,Kordestan,,,,1204,,No,
1205,12,No,کردستان,قروه,قروه,128,199622,136961,140192,1338,1338,Qorveh,Kordestan,,,,1205,,No,
1206,12,No,کردستان,مریوان,مریوان,110,153271,168774,195263,1337,1337,Marivan,Kordestan,,,,1206,,No,
1207,12,No,کردستان,دیواندره,دیواندره,235,84354,81936,80040,1373,1373,Dehgolan,Kordestan,,,,1207,,No,
1208,12,No,کردستان,کامیاران,کامیاران,236,105895,105995,102856,1373,1373,Kamyaran,Kordestan,,,,1208,,No,
1209,12,No,کردستان,سروآباد,سروآباد,302,54832,49841,44940,1381,1381,Sarvabad,Kordestan,,,مریوان,1206,*,No,
1210,12,No,کردستان,دهگلان,دهگلان,348,,62844,64015,1386,1386,Divandarreh,Kordestan,,,قروه,1205,*,No,
1301,13,No,همدان,تویسرکان,تویسرکان,96,110737,103786,101666,1328,1328,Tuyserkan,Hamadan,,,,1301,,No,
1502,15,No,لرستان,بروجرد,بروجرد,50,323826,337631,456452,1319,1319,Borujerd,Lorestan,,,,1502,,Yes,
1303,13,No,همدان,نهاوند,نهاوند,83,181049,181711,178787,1325,1325,Nahavand,Hamadan,,,,1303,,No,
1304,13,Yes,همدان,همدان,همدان,48,637304,651821,676105,1316,1316,Hamadan,Hamadan,,,,1304,,No,
1305,13,No,همدان,کبودرآهنگ,کبودر آهنگ,208,142645,1431171,126062,1368,1368,Kabudrahang,Hamadan,,,,1305,,No,
1306,13,No,همدان,اسدآباد,اسد‌آباد,221,106028,107006,100901,1369,1369,Asadabad,Hamadan,,,,1306,,No,
1307,13,No,همدان,بهار,بهار,231,122254,121590,119082,1372,1372,Bahar,Hamadan,,,,1307,,No,
1308,13,No,همدان,رزن,رزن,232,113053,116437,107587,1372,1372,Razan,Hamadan,,,,1308,,No,
1309,13,No,همدان,فامنین,فامنین,376,,42485,39359,1388,1388,Famenin,Hamadan,,,همدان,1304,*,No,
1401,14,No,چهارمحال و بختیاری,بروجن,بروجن,113,115286,118681,122483,1337,1337,Borujen,ChaharmahalAndBakhtiari,,,,1401,,No,
1402,14,Yes,چهارمحال و بختیاری,شهرکرد,شهر کرد,55,368466,340382,315980,1321,1321,Shahrekord,ChaharmahalAndBakhtiari,,,,1402,,No,
1403,14,No,چهارمحال و بختیاری,فارسان,فارسان,185,90980,93941,95286,1359,1359,Farsan,ChaharmahalAndBakhtiari,,,,1403,,No,
1404,14,No,چهارمحال و بختیاری,لردگان,لردگان,186,177277,194783,209681,1359,1359,Lordegan,ChaharmahalAndBakhtiari,,,,1404,,No,
1405,14,No,چهارمحال و بختیاری,اردل,اردل,224,70381,53514,48880,1369,1369,Ardal,ChaharmahalAndBakhtiari,,,,1405,,No,
1406,14,No,چهارمحال و بختیاری,کوهرنگ,چلگرد,295,35520,35915,41535,1380,1380,Kuhrang,ChaharmahalAndBakhtiari,,,فارسان,1403,*,No,
1407,14,No,چهارمحال و بختیاری,کیار,شلمزار,350,,58047,50976,1386,1386,Kiaar,ChaharmahalAndBakhtiari,,,شهرکرد,1402,*,No,
1408,14,No,چهارمحال و بختیاری,سامان,سامان,411,,,34616,1391,1391/10/12,Saman,ChaharmahalAndBakhtiari,,,شهرکرد,1402,*,No,
1409,14,No,چهارمحال و بختیاری,بن,بن,412,,,28326,1391,1391/10/12,Bon/Ban,ChaharmahalAndBakhtiari,,,شهرکرد,1402,*,No,
1501,15,No,لرستان,الیگودرز,الیگودرز,104,137808,140275,137534,1336,1336,Aligudarz,Lorestan,,,,1501,,No,
0201,02,No,مازندران,آمل,آمل,73,346775,370774,401639,1325,1325,Amol,Mazandaran,,,,0201,,Yes,1392
1503,15,Yes,لرستان,خرم‌آباد,خرم‌آباد,20,522246,487167,506471,1316,1316,Khorramabad,Lorestan,,,,1503,,No,
1504,15,No,لرستان,دلفان,نور آباد,197,137633,141161,143973,1368,1368,Delfan,Lorestan,,,,1504,,No,
1505,15,No,لرستان,دورود,دورود,199,160686,162800,174508,1368,1368,Dorud,Lorestan,,,,1505,,No,
1506,15,No,لرستان,کوهدشت,کوهدشت,198,211886,218921,166658,1368,1368,Kuhdasht,Lorestan,,,,1506,,No,
1507,15,No,لرستان,ازنا,ازنا,238,71548,71586,74936,1373,1373,Azna,Lorestan,,,,1507,,No,
1508,15,No,لرستان,پلدختر,پلدختر,239,76541,75327,73744,1373,1373,Poldokhtar,Lorestan,,,,1508,,No,
1509,15,No,لرستان,سلسله,الشتر,240,74353,73154,75559,1373,1373,Selseleh,Lorestan,,,,1509,,No,
1510,15,No,لرستان,دوره,سراب دوره,349,,43221,41756,1386,1386,Doureh,Lorestan,,,خرم‌آباد,1503,*,No,
1511,15,No,لرستان,رومشکان,چقابل,426,,,39058,1392,1392/05/03,Rumeshkhan,Lorestan,,,کوهدشت,1506,*,No,
1601,16,Yes,ایلام,ایلام,ایلام,8,199519,213579,235144,1316,1316,Ilam,Ilam,,,,1601,,No,
1602,16,No,ایلام,دره‌شهر,دره‌شهر,140,56822,59551,43708,1343,1343,Darrehshahr,Ilam,,,,1602,,No,
1603,16,No,ایلام,دهلران,دهلران,141,62256,66399,65630,1343,1343,Dehloran,Ilam,,,,1603,,No,
1604,16,No,ایلام,چرداول,سرابله,187,73973,72167,57381,1359,1359,Chardavol,Ilam,شیروان و چرداول,Shirvan-o-Chardavol,,1604,,No,
1605,16,No,ایلام,مهران,مهران,142,57889,27506,29797,1343,1343,Mehran,Ilam,,,,1605,,No,
1606,16,No,ایلام,آبدانان,آبدانان,245,47370,46977,47851,1374,1374,Abdanan,Ilam,,,دره‌شهر,1602,*,No,
1607,16,No,ایلام,ایوان,ایوان,247,47958,48833,49491,1374,1374,Eyvan,Ilam,,,ایلام,1601,*,No,
1608,16,No,ایلام,ملکشاهی,ارکواز,365,,22587,21138,1387,1387,Malekshahi,Ilam,,,مهران,1605,*,No,
1609,16,No,ایلام,سیروان,لومار,406,,,14404,1391,1391/07/10,Sirvan,Ilam,,,چرداول,1604,*,No,
1610,16,No,ایلام,بدره,بدره,423,,,15614,1392,1392/04/11,Badreh,Badreh,,,دره‌شهر,1602,*,No,
1701,17,Yes,کهگیلویه و بویراحمد,بویراحمد,یاسوج,138,217741,243771,299885,1342,1342,Boyer-Ahmad,KohgeluyehAndBoyer-Ahmad,,,,1701,,No,
1702,17,No,کهگیلویه و بویراحمد,کهگیلویه,دهدشت,122,191823,153459,131351,1337,1337,Kohgeluyeh,KohgeluyehAndBoyer-Ahmad,,,,1702,,No,
1703,17,No,کهگیلویه و بویراحمد,گچساران,دوگنبدان,152,136064,119217,124096,1353,1353,Gachsaran,KohgeluyehAndBoyer-Ahmad,,,,1703,,No,
1704,17,No,کهگیلویه و بویراحمد,دنا,سی سخت,289,53034,52040,42539,1379,1379,Dena,KohgeluyehAndBoyer-Ahmad,,,بویراحمد,1701,*,No,
1705,17,No,کهگیلویه و بویراحمد,بهمئی,لیکک,320,35637,37048,38136,1383,1383,Bahmai,KohgeluyehAndBoyer-Ahmad,,,کهگیلویه,1702,*,No,
1706,17,No,کهگیلویه و بویراحمد,چرام,چرام,383,,32159,33543,1389,1389,Charam,KohgeluyehAndBoyer-Ahmad,,,کهگیلویه,1702,*,No,
1707,17,No,کهگیلویه و بویراحمد,باشت,باشت,382,,20699,21690,1389,1389,Basht,KohgeluyehAndBoyer-Ahmad,,,گچساران,1703,*,No,
1708,17,No,کهگیلویه و بویراحمد,لنده,لنده,407,,,21812,1391,1391/10/09,Landeh,KohgeluyehAndBoyer-Ahmad,,,کهگیلویه,1702,*,No,
1801,18,Yes,بوشهر,بوشهر,بوشهر,13,225297,258906,298594,1316,1316,Bushehr,Bushehr,,,,1801,,No,
1802,18,No,بوشهر,تنگستان,اهرم,166,63735,70282,76706,1358,1358,Tangestan,Bushehr,,,,1802,,No,
1803,18,No,بوشهر,دشتستان,برازجان,98,226905,229897,252047,1333,1333,Dashtestan,Bushehr,,,,1803,,No,
1804,18,No,بوشهر,دشتی,خورموج,168,74898,77530,86319,1358,1358,Dashti,Bushehr,,,,1804,,No,
1805,18,No,بوشهر,دیر,بندر دیر,184,48636,52523,60612,1359,1359,Dayyer,Bushehr,,,,1805,,No,
1806,18,No,بوشهر,کنگان,بندر کنگان,171,95349,170774,107801,1358,1358,Kangan,Bushehr,,,,1806,,No,
1807,18,No,بوشهر,گناوه,بندر گناوه,172,83418,90493,102484,1358,1358,Ganaveh,Bushehr,,,,1807,,No,
1808,18,No,بوشهر,دیلم,بندر دیلم,249,29451,31570,34828,1374,1374,Deylam,Bushehr,,,گناوه,1807,*,No,
1809,18,No,بوشهر,جم,جم,307,38578,51446,70051,1381,1381,Jam,Bushehr,,,کنگان,1806,*,No,
1810,18,No,بوشهر,عسلویه,عسلویه,416,,,73958,1391,1391/10/12,Asaluyeh,Bushehr,,,کنگان,1806,*,No,
1901,19,No,زنجان,ابهر,ابهر,145,161257,169176,151528,1348,1348,Abhar,Zanjan,,,,1901,,No,
1903,19,No,زنجان,خدابنده,قیدار,149,164864,196553,164493,1348,1348,Khodabandeh,Zanjan,,,,1903,,No,
1904,19,Yes,زنجان,زنجان,زنجان,26,454616,486495,521302,1316,1316,Zanjan,Zanjan,,,,1904,,No,
1906,19,No,زنجان,ایجرود,زرین آباد,266,36744,38416,36641,1376,1376,Eejrud,Zanjan,,,زنجان,1904,*,No,
1907,19,No,زنجان,خرمدره,خرمدره,280,60499,65166,67951,1376,1376,Khorramdarreh,Zanjan,,,ابهر,1901,*,No,
1908,19,No,زنجان,طارم,آب بر,271,43964,46616,46641,1376,1376,Tarom,Zanjan,,,زنجان,1904,*,No,
1909,19,No,زنجان,ماهنشان,ماه نشان,257,42657,40312,39425,1375,1375,Mahneshan,Zanjan,,,زنجان,1904,*,No,
1910,19,No,زنجان,سلطانیه,سلطانیه,428,,,29480,1392,1392/05/07,Soltaniye,Zanjan,,,ابهر,1901,*,No,
2001,20,No,سمنان,دامغان,دامغان,76,84680,86908,94190,1325,1325,Damghan,Semnan,,,,2001,,No,
2002,20,Yes,سمنان,سمنان,سمنان,30,191618,182260,196521,1316,1316,Semnan,Semnan,,,,2002,,No,
0407,04,No,آذربایجان غربی,مهاباد,مهاباد,47,201049,215529,236849,1316,1316,Mahabad,WestAzerbaijan,,,,0407,,Yes,1386
2004,20,No,سمنان,گرمسار,گرمسار,123,78619,81324,77421,1337,1337,Garmsar,Semnan,,,,2004,,No,
2005,20,No,سمنان,مهدی‌شهر,مهدی‌شهر,351,36875,41896,47475,1386,1386,Mehdishahr,Semnan,,,سمنان,2002,*,No,
2006,20,No,سمنان,آرادان,آرادان,398,,,13884,1390,1390/10/10,Aradan,Semnan,,,گرمسار,2004,*,No,
2007,20,No,سمنان,میامی,میامی,399,,,38718,1390,1390/06/10,Meyami,Semnan,,,شاهرود,2003,*,No,
2008,20,No,سمنان,سرخه,سرخه,,,,15523,1391,1391/11/09,Sorkheh,Semnan,,,سمنان,2002,*,No,
2101,21,No,یزد,اردکان,اردکان,146,73292,77758,97960,1348,1348,Ardekan,Yazd,,,,2101,,No,
2102,21,No,یزد,بافق,بافق,147,52888,41786,50845,1348,1348,Bafq,Yazd,,,,2102,,No,
2103,21,No,یزد,تفت,تفت,148,47260,45145,43893,1348,1348,Taft,Yazd,,,,2103,,No,
2104,21,No,یزد,مهریز,مهریز,173,44391,44126,51733,1358,1358,Mehriz,Yazd,,,,2104,,No,
2105,21,Yes,یزد,یزد,یزد,49,526276,582682,656474,1316,1316,Yazd,Yazd,,,,2105,,No,
2106,21,No,یزد,میبد,میبد,223,74333,82840,99727,1369,1369,Meybud,Yazd,,,,2106,,No,
2107,21,No,یزد,ابرکوه,ابرکوه,241,43595,46662,51552,1373,1373,Abarkuh,Yazd,,,,2107,,No,
2108,21,No,یزد,اشکذر,اشکذر,282,30021,32192,32566,1376,1376,Sadugh,Yazd,,,یزد,2101,*,No,
2109,21,No,یزد,خاتم,هرات,283,32330,35158,36562,1378,1378,Khatam,Yazd,,,مهریز,2104,*,No,
2111,21,No,یزد,بهاباد,بهاباد,378,,15331,17221,1388,1388,Bahabad,Yazd,,,بافق,2102,*,No,
2201,22,No,هرمزگان,ابوموسی,ابوموسی,195,3833,5263,7402,1361,1361,Abumusa,Hormozgan,,,,2201,,No,
2202,22,Yes,هرمزگان,بندرعباس,بندر عباس,11,515577,588288,680366,1316,1316,Bandar-Abbas,Hormozgan,,,,2202,,No,
2203,22,No,هرمزگان,بندر لنگه,بندر لنگه,97,116086,134713,159358,1329,1329,Bandar-Lengeh,Hormozgan,,,,2203,,No,
2204,22,No,هرمزگان,قشم,قشم,161,105335,117774,148993,1355,1355,Qeshm,Hormozgan,,,,2204,,No,
0202,02,No,مازندران,بابل,بابل,60,469591,495472,531930,1322,1322,Babol,Mazandaran,,,,0202,,Yes,1392
2206,22,No,هرمزگان,جاسک,بندر جاسک,196,78693,52882,58884,1366,1366,Jask,Hormozgan,,,,2206,,No,
2207,22,No,هرمزگان,رودان,دهبارز,215,107280,118547,124522,1368,1368,Rudan,Hormozgan,,,,2207,,No,
2208,22,No,هرمزگان,حاجی‌آباد,حاجی‌آباد,233,64897,65889,69625,1372,1372,Hajiabad,Hormozgan,,,,2208,,No,
2209,22,No,هرمزگان,بستک,بستک,288,67805,80119,80492,1379,1379,Bastak,Hormozgan,,,بندر لنگه,2203,*,No,
2210,22,No,هرمزگان,خمیر,خمیر,321,48241,52968,56148,1383,1383,Khamir,Hormozgan,,,بندرعباس,2202,*,No,
2211,22,No,هرمزگان,پارسیان,پارسیان,318,38096,42843,50596,1383,1383,Parsian,Hormozgan,گاوبندی,Gavbandi,بندر لنگه,2203,*,No,
2212,22,No,هرمزگان,سیریک,سیریک,345,,43185,45723,1386,1386,Sirik,Hormozgan,,,میناب,2205,*,No,
2213,22,No,هرمزگان,بشاگرد,سردشت,367,,40007,35085,1387,1387,Beshagard,Hormozgan,,,جاسک,2206,*,No,
2301,23,Yes,تهران,تهران,تهران,19,7975679,8293140,8737510,1316,1316,Tehran,Tehran,,,,2301,,No,
2302,23,No,تهران,دماوند,دماوند,81,98053,100690,125480,1325,1325,Damavand,Tehran,,,,2302,,No,
0205,02,No,مازندران,تنکابن,تنکابن,18,194719,153940,166132,1316,1316,Tonekabon,Mazandaran,,,,0205,,Yes,
2304,23,No,تهران,شمیرانات,تجریش,164,38311,44061,47279,1357,1357,Shemiranat,Tehran,,,,2304,,No,
2306,23,No,تهران,ورامین,ورامین,153,542832,526294,283742,1354,1354,Varamin,Tehran,,,,2306,,No,
2309,23,No,تهران,شهریار,شهریار,206,1047346,624440,744210,1368,1368,Shahriar,Tehran,,,,2309,,No,
2310,23,No,تهران,اسلامشهر,اسلامشهر,237,448864,458688,548620,1373,1373,Islamshahr,Tehran,,,,2310,,No,
2312,23,No,تهران,رباط‌کریم,رباط کریم,258,614586,195917,291516,1375,1375,Robat-Karim,Tehran,,,شهریار,2309,*,No,
2313,23,No,تهران,پاکدشت,پاکدشت,273,242691,291397,350966,1376,1376,Pakdasht,Tehran,,,ورامین,2306,*,No,
2314,23,No,تهران,فیروزکوه,فیروز کوه,260,39284,38712,33558,1375,1375,Firuzkuh,Tehran,,,دماوند,2302,*,No,
2316,23,No,تهران,قدس,قدس,369,,290633,316636,1388,1388,Shahr-eQods,Tehran,,,شهریار,2309,*,No,
2317,23,No,تهران,ملارد,ملارد,371,,373994,377292,1388,1388,Malard,Tehran,,,شهریار,2309,*,No,
2318,23,No,تهران,پیشوا,پیشوا,388,,75454,86601,1389,1389,Pishva,Tehran,,,ورامین,2306,*,No,
2319,23,No,تهران,بهارستان,گلستان و نسیم‌شهر,395,,523636,536329,1389,1389,Baharestan,Tehran,,,تهران,2301,*,No,
2320,23,No,تهران,پردیس,شهر جدید پردیس,408,,,169060,1391,1391/10/09,Pardis,Tehran,,,تهران,2301,*,No,
2321,23,No,تهران,قرچک,قرچک,417,,,269138,1391,1391/10/12,Qarchak,Tehran,,,ورامین,2306,*,No,
2401,24,Yes,اردبیل,اردبیل,اردبیل,3,548832,564365,605992,1316,1316,Ardabil,Ardabil,,,,2401,,No,
2402,24,No,اردبیل,بیله‌سوار,بیله‌سوار,228,55026,53768,51404,1370,1370,Bilasavar,Ardabil,,,,2402,,No,
2403,24,No,اردبیل,خلخال,خلخال,57,95005,92332,86731,1322,1322,Khalkhal,Ardabil,,,,2403,,No,
2404,24,No,اردبیل,مشگین‌شهر,مشگین‌شهر,89,159242,151156,149941,1327,1327,Meshginshahr,Ardabil,,,,2404,,No,
2405,24,No,اردبیل,گرمی,گرمی,160,91270,84267,76901,1355,1355,Germi,Ardabil,,,,2405,,No,
2406,24,No,اردبیل,پارس‌آباد,پارس‌آباد,229,166131,173182,177601,1370,1370,Parsabad,Ardabil,,,,2406,,No,
2407,24,No,اردبیل,کوثر,گیوی,261,28721,26198,22127,1375,1375,Kowsar,Ardabil,,,خلخال,2403,*,No,
2408,24,No,اردبیل,نمین,نمین,253,59640,61333,60659,1375,1375,Namin,Ardabil,,,اردبیل,2401,*,No,
2409,24,No,اردبیل,نیر,نیر,265,24288,23656,20864,1376,1376,Nir,Ardabil,,,اردبیل,2401,*,No,
2410,24,No,اردبیل,سرعین,سرعین,374,,18231,18200,1388,1388,Sareyn,Ardabil,,,اردبیل,2401,*,No,
2501,25,Yes,قم,قم,قم,35,1046737,1115672,1292283,1316,1316,Qom,Qom,,,,2501,,No,
2601,26,No,قزوین,بوئین‌زهرا,بوئین‌زهرا,262,155889,164723,122994,1375,1375,Buin-Zahra,Qazvin,,,,2601,,No,
2602,26,No,قزوین,تاکستان,تاکستان,183,173577,172949,172636,1359,1359,Takestan,Qazvin,,,,2602,,No,
2603,26,Yes,قزوین,قزوین,قزوین,34,540187,566773,596932,1316,1316,Qazvin,Qazvin,,,,2603,,No,
2604,26,No,قزوین,آبیک,آبیک,296,91421,93844,94536,1380,1380,Abyek,Qazvin,,,قزوین,2603,*,No,
2605,26,No,قزوین,البرز,الوند,323,182126,203276,242865,1383,1383,Alborz,Qazvin,,,قزوین,2603,*,No,
2606,26,No,قزوین,آوج,آوج,400,,,43798,1391,1390/10/14,Avaj,Qazvin,,,بوئین‌زهرا,2601,*,No,
2701,27,No,گلستان,بندر گز,بندر گز,279,46226,46315,46130,1376,1376,Bandar-e-gaz,Golestan,,,کردکوی,2704,*,No,
2702,27,No,گلستان,ترکمن,بندرترکمن,165,123181,72803,79978,1358,1358,Bandar-e-Torkaman,Golestan,,,,2702,,No,
2703,27,No,گلستان,علی‌آباد,علی‌آباد,177,125079,132757,140709,1358,1358,Aliabad,Golestan,,,,2703,,No,
2704,27,No,گلستان,کردکوی,کردکوی,190,68823,70224,71270,1359,1359,Kordkuy,Golestan,,,,2704,,No,
2705,27,Yes,گلستان,گرگان,گرگان,40,401399,462455,480541,1316,1316,Gorgan,Golestan,,,,2705,,No,
0006,00,No,مرکزی,ساوه,ساوه,28,237813,259030,283538,1316,1316,Saveh,Markazi,,,,0006,,Yes,
2707,27,No,گلستان,مینودشت,مینودشت,210,128739,78659,75483,1368,1368,Minudasht,Golestan,,,,2707,,No,
2708,27,No,گلستان,آق‌قلا,آق‌قلا,284,109903,124185,132733,1379,1379,Aqqala,Golestan,,,گرگان,2705,*,No,
2709,27,No,گلستان,کلاله,کلاله,285,153261,110473,117319,1379,1379,Kolaleh,Golestan,,,مینودشت,2707,*,No,
